Sheet,Jurisdiction,Jurisdiction Setting,Jurisdiction Role,HSTM Setting,HSTM Role,Regulation Type,Oversight / Professional Agency,Requirement Level,Authority Level,Citation,Training Topic / Competency Item,Relationship,Purpose,Hours Required,Source URL,Notes / Research Flags
WR RN_ALF,US,residential care facility for the elderly,Registered Nurse (RN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Assisted Living Facility (FINAL),"Knowledge: Identifies the regulatory and accreditation expectations for RN-led documentation in ALFs, including assessment notes, care plan revisions, change-in-condition documentation, incident reports, medication regimen review, and staff competency records, and how each supports survey defensibility",Child,Workforce Readiness,,,Source: JobStudy_RN_ALF_FINAL.docx | Date of Review: May 2026
WR RN_ALF,US,residential care facility for the elderly,Registered Nurse (RN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Assisted Living Facility (FINAL),"Skill: Designs, validates, and documents staff competency for LVNs, medication aides, and direct care staff, including initial competency verification, annual reassessment, and corrective competency follow-up after errors or incidents",Child,Workforce Readiness,,,Source: JobStudy_RN_ALF_FINAL.docx | Date of Review: May 2026
WR RN_ALF,US,residential care facility for the elderly,Registered Nurse (RN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Assisted Living Facility (FINAL),"Skill: Produces objective, timely, and legally defensible RN documentation that demonstrates the full nursing process and supports clinical, regulatory, and risk-management review",Child,Workforce Readiness,,,Source: JobStudy_RN_ALF_FINAL.docx | Date of Review: May 2026
WR RN_ALF,US,residential care facility for the elderly,Registered Nurse (RN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Assisted Living Facility (FINAL),"Ability: Recognizes systemic gaps in care quality, documentation, or regulatory posture; this includes ALF survey focus areas such as evacuation capability, falls and fall prevention, elopement risk, medication management, staffing competency, change-in-condition response, appropriateness of resident retention, documentation timeliness, and corrective action plan implementation; leads the corrective response through facility QAPI, policy revision, and staff retraining rather than facilitiating recurring workarounds",Child,Workforce Readiness,,,Source: JobStudy_RN_ALF_FINAL.docx | Date of Review: May 2026
WR RN_ALF,US,residential care facility for the elderly,Registered Nurse (RN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Assisted Living Facility (FINAL),Domain 11: End-of-Life and Comfort Care Coordination,Parent,Workforce Readiness,,,Source: JobStudy_RN_ALF_FINAL.docx | Date of Review: May 2026
WR RN_ALF,US,residential care facility for the elderly,Registered Nurse (RN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Assisted Living Facility (FINAL),"Knowledge: Describes the RN's role in supporting residents receiving hospice or palliative care within the ALF, including coordination with the hospice agency as the primary clinical authority for the dying resident and the boundaries between hospice-directed and ALF-staff-delivered care",Child,Workforce Readiness,,,Source: JobStudy_RN_ALF_FINAL.docx | Date of Review: May 2026
WR RN_ALF,US,residential care facility for the elderly,Registered Nurse (RN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Assisted Living Facility (FINAL),"Knowledge: Identifies physical signs of active dying and understands how goals of care shift clinical decision-making toward comfort, including the documentation and verification of advance directives, code status, and resident-specific symptom management plans",Child,Workforce Readiness,,,Source: JobStudy_RN_ALF_FINAL.docx | Date of Review: May 2026
WR RN_ALF,US,residential care facility for the elderly,Registered Nurse (RN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Assisted Living Facility (FINAL),"Skill: Leads comfort-focused nursing care - pain and symptom assessment, positioning, oral care, bowel and bladder management, and psychosocial support - and directs LVNs, medication aides, and direct care staff consistently within the resident's plan and the hospice agency's orders",Child,Workforce Readiness,,,Source: JobStudy_RN_ALF_FINAL.docx | Date of Review: May 2026
WR RN_ALF,US,residential care facility for the elderly,Registered Nurse (RN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Assisted Living Facility (FINAL),"Skill: Communicates with empathy and appropriate clinical framing with family members during the dying process and after death, including post-mortem care, notification workflows, vital records and disposition coordination, and bereavement support",Child,Workforce Readiness,,,Source: JobStudy_RN_ALF_FINAL.docx | Date of Review: May 2026
WR RN_ALF,US,residential care facility for the elderly,Registered Nurse (RN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Assisted Living Facility (FINAL),"Ability: Manages own emotional responses to resident death, supports peer staff through grief, models healthy coping for LVNs and direct care staff, and accesses or develops facility and community grief-support resources as part of staff retention and wellbeing",Child,Workforce Readiness,,,Source: JobStudy_RN_ALF_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),Domain 1: Regulatory & Care Setting Orientation,Parent,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Understands that HHA training, competency evaluation, and scope of service are governed federally by 42 CFR 484.80 within the CMS Home Health Conditions of Participation, and that state-level requirements (additional training hours, state certification or registration, background checks, continuing education) overlay the federal floor",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Identifies the federal supervision structure under 42 CFR 484.80(d)–(g): written patient care instructions prepared by the RN or therapist define the HHA’s authorized tasks for each patient, and the RN or appropriate skilled professional must conduct on-site supervisory visits on a set cadence",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Describes how the Medicare home health benefit structure (homebound status, skilled need, physician-ordered plan of care) defines the context within which HHA services are authorized, and recognizes that HHA services alone do not qualify a patient for the home health benefit",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Applies agency-specific policies and procedures that simultaneously comply with the federal CoPs, state HHA requirements, and the written patient care instructions for each individual patient",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Ability: Differentiates between tasks within vs. outside HHA scope and escalates to the supervising nurse when a requested or observed task falls outside the written patient care instructions, agency policy, or applicable state rules",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Domain 2: Patient Rights, Dignity, and Cultural Responsiveness",Parent,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Articulates patient rights specific to the home health model, including the right to be informed of care, participate in planning, refuse services, voice grievances, and be treated with dignity",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Understands that the patient’s home is a private residence where the HHA is a guest, with implications for entry protocols, handling of personal property, respect for household routines, cultural and religious practices, and the limits of the HHA’s authority over the environment",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Delivers personal care that incorporates patient preferences, cultural values, modesty needs, and caregiver input without compromising safety or the written patient care instructions",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Recognizes and reports potential patient rights violations, including suspected abuse, neglect, exploitation, or self-neglect, through agency and state-mandated reporting channels",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Ability: Navigates complex household dynamics, such as family conflict, caregiver stress, cultural differences, and patient refusal of care, with professionalism and appropriate boundary-setting, escalating to the supervising nurse when situations exceed HHA scope",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),Domain 3: Personal Care and Activities of Daily Living,Parent,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Identifies the spectrum of ADL and personal care support the HHA provides in the home, such as bathing, dressing, grooming, oral care, toileting, feeding, transfer, and ambulation assistance, and understands how the written patient care instructions specify the type and level of assistance for each patient",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Describes principles of restorative and maintenance approaches to ADL support that preserve patient function and independence rather than substitute for it, consistent with the patient’s plan of care and rehabilitation goals",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Provides personal care using safe body mechanics, appropriate assistive devices (gait belts, transfer boards, mechanical lifts where available), and techniques adapted to the specific physical layout, equipment, and limitations of each patient’s home",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Adapts ADL care to patients with cognitive impairment, sensory deficits, pain, or mobility limitations, including cueing, simplified sequencing, and environmental modification, consistent with the patient care instructions and the patient’s preferences",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Ability: Recognizes when a previously stable ADL pattern is declining or when new functional limitations emerge, and reports the change to the supervising nurse so that the plan of care and patient care instructions can be updated",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Domain 4: Observation, Reporting, and Change-in-Condition Recognition",Parent,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Identifies the vital signs and health-related observations the HHA is trained and authorized to perform, such as temperature, pulse, respiration, weight, intake and output, and skin condition, and understands how these data points fit into the clinical team’s monitoring of the patient",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Describes signs of acute change in condition that require immediate reporting to the supervising nurse: altered mental status, respiratory distress, chest pain, new or worsening pain, falls, skin breakdown, signs of infection, bleeding, and acute behavioral changes",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Performs accurate vital signs and focused observations within HHA scope, compares findings against the patient’s established baseline, and communicates a clear, factual report to the supervising nurse using structured language (what was observed, when, what was different from baseline)",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Documents observations, care provided, and patient responses in real time using the agency’s documentation system, producing objective that avoid diagnostic or interpretive language beyond HHA scope",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Ability: Distinguishes between observations the HHA can manage within the visit (comfort measures, repositioning, hydration encouragement) and those that require immediate nurse notification or, in emergencies, activation of 911",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),Domain 5: Infection Prevention and Control in the Home,Parent,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Describes standard precautions and transmission-based precautions as adapted to the home environment, including hand hygiene in homes with limited water access, personal protective equipment use, and the rationale for each measure",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Identifies common infection risks in the home health population, such as urinary tract infections, respiratory infections, wound infections, MRSA, and C. difficile, and understands how the home environment creates unique transmission pathways",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Implements infection prevention measures during every visit: proper hand hygiene technique, safe handling and disposal of soiled materials, sharps safety, and environmental cleaning guidance for patients and caregivers",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Educates patients and caregivers on infection prevention practices appropriate to their home environment and condition, including hand hygiene, catheter care hygiene, wound dressing management, and respiratory etiquette",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Ability: Adapts infection control practices to variable home conditions (e.g., homes without running water, with pest infestations, or with multiple household members) without compromising patient or personal safety",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Domain 6: Safety, Falls Prevention, and Environmental Assessment",Parent,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Identifies fall risk factors common in the home health population, such as polypharmacy, cognitive impairment, orthostatic hypotension, environmental hazards (e.g., throw rugs, poor lighting, cluttered pathways), and assistive device misuse, and the HHA’s role in mitigating each during visits",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Describes safe patient handling and transfer techniques for the home environment, including proper use of gait belts, slide boards, and mechanical lifts where available, and body mechanics principles for the HHA’s own injury prevention",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Conducts a practical environmental safety check at each visit, assessing lighting, floor surfaces, bathroom safety, stair hazards, and equipment placement, and documents concerns and communicates them to the supervising nurse",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Implements fall prevention measures consistent with the patient care instructions, including safe transfer protocols, mobility assistance techniques, and environmental modifications within the HHA’s scope (e.g., repositioning furniture, securing rugs, adjusting lighting)",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Ability: Recognizes pattern-level safety concerns, such as recurring near-falls, new environmental hazards, or caregiver fatigue affecting safe handling, and raises them proactively to the supervising nurse rather than waiting for an incident",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),Domain 7: Medication-Related Observations and Support,Parent,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Describes the distinction between medication administration (reserved for licensed nurses), medication assistance or reminders (permissible in some states for trained aides), and medication-related observations (within HHA scope in all jurisdictions), including identifying which category applies in the HHA’s state of practice",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Identifies common medication-related observations the HHA should report: patient refusal of medications, missed doses, visible side effects (e.g., drowsiness, dizziness, nausea, rash, bleeding), confusion about medication instructions, and unsafe medication storage",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Observes and documents medication-related findings accurately, including medications visible in the home, patient-reported adherence, witnessed refusals, and observable side effects, and reports findings to the supervising nurse in a timely manner",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Supports patient and caregiver understanding of medication schedules and the importance of adherence through reinforcement of the education provided by the nurse, without providing independent medication counseling that exceeds HHA scope",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Ability: Recognizes when an action being requested by a patient, caregiver, or other staff member crosses from permissible observation or reminding into medication administration, and declines to perform tasks outside HHA scope",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),Domain 8: Documentation and Communication,Parent,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Describes the HHA’s documentation obligations in home health, including visit activity records, vital signs, ADL assistance provided, patient observations, and communication logs, and how each entry supports clinical continuity, regulatory compliance, and reimbursement integrity",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Identifies the principles of objective, timely, factual documentation and understands the HHA’s HIPAA obligations as a workforce member in a covered entity, including safeguarding patient information during travel between homes and in electronic documentation",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Produces clear, objective, and timely visit documentation that reflects what was observed, what care was provided, and the patient’s response without diagnostic language, clinical interpretation, or subjective judgment that would exceed HHA scope",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Communicates clinical observations across the interdisciplinary team, including supervising nurse, therapists, medical social worker, and agency office staff, adapting communication style to the audience while maintaining accuracy and urgency-appropriate escalation",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Ability: Recognizes documentation gaps, incomplete patient care instructions, and communication breakdowns, and raises them for resolution rather than accommodating workarounds that could erode patient safety or regulatory posture",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),Domain 9: End-of-Life and Comfort Care Support,Parent,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Describes the HHA’s role in supporting patients receiving hospice or palliative care in the home, including the coordination between the home health agency and the hospice agency when a patient transitions to the hospice benefit, and the shift in the HHA’s care priorities toward comfort",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Knowledge: Identifies physical signs of declining condition and active dying that the HHA may observe during visits (e.g., decreased intake, increased sleep, skin color changes, breathing pattern changes, decreased urine output) and understands the importance of prompt reporting to the supervising nurse or hospice team",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Delivers comfort-focused personal care that honors the patient’s care plan, advance directives, and stated preferences, including gentle hygiene, positioning for comfort, oral care, and maintaining a calm environment, and reports symptom changes to the supervising nurse",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Skill: Communicates with empathy and appropriate boundaries with patients and family members during the dying process, supporting caregiver coping and connecting families to agency or community grief-support resources as directed by the supervising nurse",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
WR HHA_HH,US,home health agency,Home Health Aide (HHA),Home Health,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Home Health Aide (HHA) × Home Health (FINAL),"Ability: Manages own emotional responses to patient death in the isolated home visit context, accesses available agency and community support resources, and maintains professional composure when death occurs during or between visits",Child,Workforce Readiness,,,Source: JobStudy_HHA_HH_FINAL.docx | Date of Review: May 2026
